race,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,student_id,program_code,program_name,faculty,department,year1_modules,num_year1_modules,clan_affinity,selection_probability
Elf,rowan,male,Viren,Songroot,Viren Songroot,20,vocational,6,mental_health_disability,0.9169795736300056,0.6364219566901578,0.754678808573775,0.8222116450642301,0.4000592772638313,0.8169795736300055,0.6864219566901578,0.554678808573775,0.8222116450642301,0.7000592772638312,0.7221453938414282,0.7810506225908979,0.6754965361028489,0.9641232231849448,0.8854018302677588,0.8224343537188634,0.8908000317022812,0.6942455347670671,43,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.55,0.5786569233023563
Elf,palm,male,Nahlor,Breakwave,Nahlor Breakwave,18,academic,1,,0.7973535913809108,0.6998241177311999,0.712053009715139,0.8931522552663952,0.4220723882168611,1.0,0.7498241177311998,0.9120530097151388,0.8931522552663952,0.3720723882168611,0.622358160743201,0.812607532500919,0.5313430133693365,0.9749227314892362,0.8277116202540692,0.9085093443648936,0.6975088261748655,0.6369579492619221,44,2.3.21,Restorative Space Design,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Principles of Restorative Space,Materials, Light, and Layout for Healing,Thresholds and Transitions: Entering With Intention",3,0.05,0.10611790803716006
Dwarf,granite,female,Baldra,Pikehold,Baldra Pikehold,18,vocational,4,,0.5278032983768598,0.8750667963696113,0.5627090994939214,0.6854435678997973,0.4541502084117723,0.6278032983768598,0.9250667963696112,0.6627090994939214,0.6854435678997973,0.5041502084117723,0.7289046886469532,0.7494829730762493,0.7972682416059216,0.3800620227842452,0.656535298670766,0.4746384069049824,0.4626798121606286,0.765977031119556,45,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.05,0.09117205859293982
Dwarf,obsidian,male,Thoren,Palechant,Thoren Palechant,25,vocational,1,,0.7778269247890008,0.7831001349932756,0.5148452022669581,0.4817872002200601,0.4240647304576054,0.8278269247890008,0.9831001349932756,0.564845202266958,0.4817872002200601,0.2740647304576054,0.9440077943683222,0.8012137540887523,0.6022165774866078,0.7947737226683513,0.9297735794923292,0.458916553074909,0.88689857034549,0.6200773449356556,46,3.3.31,Knowledge System Prototyping,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"Foundations of Systems and Frameworks,Mapping Knowledge: Visualisation and Vocabulary",2,0.55,0.5722003897184161
Elf,holly,male,Orien,Glossfeather,Orien Glossfeather,21,academic,5,no_known_disabilities,0.8467842955541035,0.8059345634121906,0.5002649697874411,0.6286605941504004,0.4871577974029719,0.9467842955541036,0.9559345634121906,0.5002649697874411,0.6286605941504004,0.4871577974029719,0.8650028397203573,0.8480343084325153,0.611340121526515,0.7338498609602282,0.889581799835134,0.6031907153318606,0.8128964344502544,0.7912055734769889,47,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.2,0.2182501419860179
Elf,palm,female,Enali,Breakwave,Enali Breakwave,18,no_qualifications,6,mental_health_disability,0.6256974748789291,0.6682572623992354,0.7479668311796857,0.6970114686346562,0.3679969206680964,0.5756974748789292,0.5182572623992354,0.6479668311796857,0.6970114686346562,0.7679969206680965,0.669160751450931,0.8658312489113148,0.5404745468050771,0.8239894404369951,0.820029110663475,0.9584404757937756,0.6426303359594249,0.7088271934861232,48,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.75,0.7584580375725466
Dwarf,slate,male,Frinn,Sealnotch,Frinn Sealnotch,18,academic,2,no_known_disabilities,0.4003710039278229,0.7752132770883138,0.4943709123032911,0.5424659630518656,0.5147578840732024,0.7003710039278228,0.8252132770883137,0.6943709123032912,0.5424659630518656,0.4647578840732024,0.6007285177376611,0.5067489468742628,0.7305335215077119,0.4336521765846479,0.5917537000519619,0.4723543652558385,0.7676229328626514,0.8744768584795533,49,3.1.27,Epistemological Justice,Faculty of Integrative Inquiry,Ecologies of Knowledge,"What Counts as Knowledge? A Critical Introduction,Mapping Epistemic Power: Institutions, Identity, Inheritance",2,0.4,0.4050364258868831
Elf,yew,female,Ysira,Pactweaver,Ysira Pactweaver,18,vocational,6,,0.7976474044469939,0.912856239436274,0.4625531543072007,0.5791785643931748,0.3349099193656428,0.8976474044469939,0.95,0.5625531543072008,0.5791785643931748,0.3849099193656428,0.8174028964545246,0.7924692945419964,0.8199123837637872,0.7247682794853526,0.7927267006252985,0.5587069036088439,0.7402779557373879,0.664598908331694,50,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.05,0.06587014482272624
Dwarf,sandstone,male,Javin,Minglebraid,Javin Minglebraid,18,vocational,4,"adhd,dyslexia",0.669765407509614,0.5239896183077906,0.8330170891415078,0.6366105156373185,0.3782872251685324,0.869765407509614,0.3739896183077906,1.0,0.6366105156373185,0.5782872251685325,0.5766054763018307,0.6997284870655162,0.5278324326253891,0.7769025036183776,0.7935157488997913,0.8030774818376389,0.672529818321211,0.6948843785015748,51,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.6,0.6038302738150915
Elf,ash,neuter,Thorne,Flameborn,Thorne Flameborn,18,vocational,3,communication_difficulties,0.6918760862359835,0.6871687508874915,0.6581124391734955,0.5278250151671114,0.4392131130220598,0.7918760862359835,0.7371687508874915,0.6081124391734954,0.5278250151671114,0.5892131130220599,0.7843099145245267,0.6458228759201586,0.6142825924731532,0.6828335221021814,0.9755686718601064,0.7512723774822465,0.9170606019199083,0.6700730882666579,52,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.8,0.8142154957262264
Dwarf,alabaster,female,Merra,Gracestone,Merra Gracestone,18,vocational,3,,0.5447713333850528,0.5381599288062349,0.4593981176421253,0.6730433905214601,0.5955131943732905,0.6447713333850528,0.5881599288062348,0.5593981176421253,0.6730433905214601,0.6455131943732906,0.7079064135728199,0.7945741210218091,0.5394453261662396,0.5855364475302208,0.7923553165642742,0.6960637431101642,0.7909690214297252,0.4405240368525057,53,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.9,0.910395320678641
Elf,baobab,male,Aerion,Lumebastion,Aerion Lumebastion,18,vocational,5,no_known_disabilities,0.6977106602611043,0.920319583719138,0.4316102601858418,0.3106712601106645,0.3525737868342735,0.7977106602611043,0.95,0.5316102601858418,0.3106712601106645,0.4025737868342735,0.690568483508622,0.676265295930825,0.9226025597069644,0.4334371189148831,0.6808537629631544,0.4553036860025675,0.6436219272832824,0.6369653036151858,54,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.05,0.059528424175431104
Dwarf,bismuth,neuter,Sylen,Gemlace,Sylen Gemlace,18,vocational,8,no_known_disabilities,0.9469955494038276,0.5805644768908966,0.674726797462174,0.7244219538288597,0.6435309364270412,0.9969955494038276,0.6305644768908966,0.7247267974621739,0.7244219538288597,0.7935309364270412,0.9354484885343822,0.7808531942919168,0.6604825254516283,0.9447212015414024,0.800147758975055,0.7489852583701009,0.9187804795315038,0.6656560135561082,55,4.1.35,Multispecies Semantics,Faculty of Living Lore,Language and Symbol,"Foundations in Cross-Species Communication,Meaning Beyond Words: Gesture, Scent, Frequency",2,0.6,0.6217724244267191
Elf,ash,male,Kaelen,Pyrelatch,Kaelen Pyrelatch,18,academic,8,no_known_disabilities,0.6807993894906075,0.6618668661486515,0.718384153019223,0.4323831143939393,0.605589404834762,0.8307993894906074,0.7118668661486515,0.7683841530192229,0.4323831143939393,0.755589404834762,0.7885993841595552,0.755588754812536,0.7589357556100186,0.8227893025350261,0.8747652535363909,0.5850245754822548,0.8970248847316423,0.718454780448272,56,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.3,0.3144299692079777
Dwarf,sandstone,female,Reya,Clayreach,Reya Clayreach,18,vocational,6,physical_disability,0.7066153706057219,0.7351375353456192,0.7662679542396049,0.6015688840628738,0.4282972280084282,0.8066153706057219,0.7851375353456191,0.8662679542396049,0.6015688840628738,0.5782972280084282,0.6459714629879107,0.6926812565760121,0.6533805060666423,0.7496185874934082,0.7545794045525404,0.8077253975122319,0.789501003315989,0.5564109454815015,57,1.1.1,Distributed Workshop Economies,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Introduction to Cooperative Crafting,Material Cultures and Local Economies,Tools, Skills, and Guild Technologies",3,0.95,0.9572985731493955
Dwarf,alabaster,female,Solva,Claymantle,Solva Claymantle,18,vocational,1,mental_health_disability,0.5676316266391082,0.7108830322936031,0.2158411881405584,0.745979298673126,0.5798106896988802,0.6676316266391081,0.660883032293603,0.2158411881405584,0.745979298673126,0.8298106896988803,0.6903727036039694,0.7371063752467862,0.6484542263605358,0.7325317792624317,0.7634863286723734,0.6314728209124332,0.6514591775171024,0.6073542825704291,58,3.3.32,Embodied Research Methods,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"The Body as Instrument, Archive, and Witness,Introduction to Embodied Inquiry Practices",2,0.2,0.20951863518019848
Dwarf,bismuth,male,Dremel,Spiralhex,Dremel Spiralhex,18,vocational,2,mental_health_disability,0.8575749427899566,0.5715616813681559,0.6763308082586594,0.5553428759400918,0.5086706324956866,0.9575749427899566,0.5215616813681558,0.6763308082586594,0.5553428759400918,0.7586706324956866,0.8746014989496189,0.5455782793187923,0.4252585381955452,0.9001618960866817,0.8450497247500556,0.6486882916104197,0.9551837285768552,0.6318100378341485,59,1.5.13,Living Stone Architecture,Faculty of Applied Forging,Stonework and Structural Alchemy,"Principles of Stone Lore and Material Memory,Sacred Geometry and Form,Drawing and Modelling in Organic Structures",3,0.05,0.06873007494748096
Dwarf,alabaster,male,Emrin,Stoepbrace,Emrin Stoepbrace,18,academic,3,,0.6416181302590995,0.5040207879296497,0.2848237068736286,0.6133784725118885,0.4108862867840506,0.8416181302590995,0.5540207879296496,0.3848237068736286,0.6133784725118885,0.4608862867840506,0.6226870009454742,0.7586947091134658,0.6224356589479094,0.6928991734875186,0.6597594547326272,0.7649094935437749,0.7128513823386282,0.6537625913896168,60,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.8,0.8061343500472737
Elf,palm,female,Thessa,Coralshade,Thessa Coralshade,18,academic,6,no_known_disabilities,0.7962523804422224,0.459429289827922,0.8413325636429024,0.7391797460065008,0.5916015988894612,0.9962523804422224,0.509429289827922,0.9413325636429024,0.7391797460065008,0.6416015988894612,0.6384331214413892,0.8208572320266594,0.4502038265403789,1.0,0.9196203123403548,0.9444866069636564,0.7420843502443437,0.6244725914581448,61,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.55,0.5569216560720696
Elf,palm,male,Tivan,Breakwave,Tivan Breakwave,18,academic,5,adhd,0.7067920121384558,0.6934185453920585,0.8984974290920015,0.7491767790944064,0.4019332414685655,1.0,0.5934185453920584,1.0,0.7491767790944064,0.5519332414685656,0.6124408123219368,0.781403857646743,0.521889436953687,0.9947516282336492,0.824386533583373,0.9177545228847525,0.7294762780970634,0.5373642461317946,62,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.8,0.8837624263807712
Dwarf,flint,male,Jorrik,Dustshard,Jorrik Dustshard,18,vocational,8,no_known_disabilities,0.6378563257101517,0.7732780097643472,0.6903747252650911,0.5393742478847682,0.4187911417987364,0.6878563257101517,0.8232780097643472,0.7403747252650911,0.5393742478847682,0.5687911417987365,0.5644248264869394,0.6885268323094175,0.6412031259850324,0.6955292793564712,0.7598666932034758,0.6755995045995006,0.7089236171487663,0.8949919478676996,63,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.25,0.253221241324347
Elf,baobab,female,Inyara,Venerationbloom,Inyara Venerationbloom,18,academic,6,physical_disability,0.7939347373563566,0.8984201027030871,0.4389479346855153,0.5060582993025087,0.2279091459380081,0.9939347373563564,0.9484201027030872,0.5389479346855153,0.5060582993025087,0.3779091459380082,0.808693031244601,0.6765702127205898,0.9012362420170082,0.5002088586272047,0.6719821154178703,0.4213306870349178,0.7932089632064068,0.5288657558398537,64,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.9,0.91543465156223
Elf,rowan,female,Rhialla,Songroot,Rhialla Songroot,18,academic,5,no_known_disabilities,0.8552321418696077,0.6057124839828963,0.852434265925428,0.8178217918495411,0.4937314814045463,1.0,0.6557124839828963,0.952434265925428,0.8178217918495411,0.5437314814045464,0.7222091193107748,0.7925714594330988,0.6384181823054015,1.0,0.9242408964526104,0.9601531430728382,0.9076894686506598,0.6150667194410881,65,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.3,0.3111104559655387
Dwarf,malachite,female,Anra,Bronzeheel,Anra Bronzeheel,18,no_qualifications,7,"autistic_spectrum,dyslexia",0.7169278162279477,0.7948757258436796,0.4680191148770532,0.71448358196016,0.2386546136000764,0.7169278162279475,0.7948757258436795,0.3180191148770532,0.71448358196016,0.4886546136000764,0.8413245339502332,0.9156840747655082,0.621278963644495,0.7396115585485912,0.8116612232173066,0.6254905480643668,0.7457422269251298,0.8397387129142071,66,2.4.26,Ancient Rites,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Rites of the Ancients: Elven, Dwarven, and Beyond,Reading Ritual Traces in Landscape and Object",2,0.05,0.06706622669751167
Dwarf,malachite,male,Igrin,Deepforge,Igrin Deepforge,18,academic,5,,0.7795072452893277,0.7743094519271543,0.4899757334520954,0.822957959619481,0.214442850793506,0.9795072452893276,0.8243094519271542,0.5899757334520954,0.822957959619481,0.264442850793506,0.8522266468281575,0.8495357455208832,0.5349869295610289,0.834374875088856,0.8817907771165485,0.7748549332085607,0.9237465045853864,0.9181967979999636,67,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.9,0.9176113323414079
Dwarf,bismuth,male,Ossel,Iridshaper,Ossel Iridshaper,18,vocational,4,no_known_disabilities,0.8206285662225523,0.502244709936954,0.5494474026040286,0.5511745734671271,0.6844324960514326,0.9206285662225524,0.552244709936954,0.6494474026040286,0.5511745734671271,0.7344324960514327,0.8111893657419809,0.6863389604680785,0.6748262849107017,0.7973065588328422,0.835991211558397,0.6500843307577483,0.9130085585365816,0.591980379712619,68,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.8,0.8155594682870991
